3 16 16 16 
(-9.1443644,4.5701031)
(-27.916518,12.349981)
(37.023907,-12.079705)
(12.706344,-2.4220067)
(8.2218541,-0.39496943)
(6.3296787,0.62888679)
(5.2859938,1.341053)
(4.6382339,1.9432198)
(4.2345954,2.5383002)
(4.0493432,3.2255478)
(4.1952122,4.1902435)
(5.2609819,6.0561675)
(13.444669,14.770418)
(-10.863551,-7.0685538)
(-5.1309917,-8.8817842e-16)
(-9.1443644,4.5701031)
(-15.978239,6.420956)
(-48.236957,12.353859)
(61.309372,-6.0611055)
(19.868099,1.2674262)
(12.022771,2.8278213)
(8.5734446,3.629355)
(6.5492264,4.1966538)
(5.1607535,4.684749)
(4.1141578,5.1755842)
(3.2921224,5.7525177)
(2.6969534,6.5769255)
(2.6244272,8.1996144)
(6.6991813,15.892926)
(-8.7417977,-3.523727)
(-6.683153,2.6842063)
(-27.916518,12.349981)
(-48.236957,12.353859)
(-140.17184,10.203)
(169.56409,18.847251)
(51.876418,15.857322)
(29.350778,15.425143)
(19.282845,15.324467)
(13.236749,15.340368)
(8.9488555,15.42784)
(5.5420054,15.588868)
(2.5940255,15.863429)
(-0.11852653,16.376847)
(-2.6130676,17.617048)
(-3.00248,24.420249)
(-15.368324,6.1724987)
(-18.864764,11.40529)
(37.023907,-12.079705)
(61.309372,-6.0611055)
(169.56409,18.847251)
(-194.11098,-63.574556)
(-55.708613,-31.942133)
(-29.113539,-25.737648)
(-17.157702,-22.865515)
(-9.9208508,-21.058968)
(-4.731585,-19.696195)
(-0.5402315,-18.515449)
(3.1875447,-17.348981)
(6.8123247,-15.996491)
(10.719214,-13.930488)
(16.263949,-6.5322153)
(17.416814,-22.406887)
(25.501896,-15.770163)
(12.706344,-2.4220067)
(19.868099,1.2674262)
(51.876418,15.857322)
(-55.708613,-31.942133)
(-14.777039,-13.494652)
(-6.9172484,-9.8279576)
(-3.3875055,-8.0994545)
(-1.2539388,-6.987413)
(0.27300746,-6.1248904)
(1.5028101,-5.3508628)
(2.591496,-4.5500066)
(3.6405392,-3.560303)
(4.7445759,-1.9056006)
(6.1157562,4.7600442)
(7.1638237,-10.686411)
(9.3451028,-4.9795744)
(8.2218541,-0.39496943)
(12.022771,2.8278213)
(29.350778,15.425143)
(-29.113539,-25.737648)
(-6.9172484,-9.8279576)
(-2.6773446,-6.6546662)
(-0.78791784,-5.1517517)
(0.34210258,-4.1793607)
(1.1388864,-3.4200469)
(1.7663948,-2.7330292)
(2.3011722,-2.0148616)
(2.7774051,-1.1155106)
(3.1687211,0.41408046)
(2.8284236,6.6985789)
(6.2497249,-8.0333718)
(6.5859966,-2.6930809)
(6.3296787,0.62888679)
(8.5734446,3.629355)
(19.282845,15.324467)
(-17.157702,-22.865515)
(-3.3875055,-8.0994545)
(-0.78791784,-5.1517517)
(0.35017769,-3.7540853)
(1.0139874,-2.8485485)
(1.4651533,-2.1402891)
(1.8000623,-1.4982102)
(2.0550638,-0.82539114)
(2.2225891,0.019769172)
(2.1789976,1.4628178)
(0.47124632,7.417914)
(6.5332447,-6.577102)
(5.5728583,-1.525124)
(5.2859938,1.341053)
(6.5492264,4.1966538)
(13.236749,15.340368)
(-9.9208508,-21.058968)
(-1.2539388,-6.987413)
(0.34210258,-4.1793607)
(1.0139874,-2.8485485)
(1.3832337,-1.9868226)
(1.6109372,-1.3132891)
(1.7508107,-0.70319163)
(1.8112103,-0.064533067)
(1.7498477,0.73668475)
(1.3490174,2.1024788)
(-1.6773665,7.7284469)
(7.2749001,-5.4792535)
(5.1461203,-0.70319163)
(4.6382339,1.9432198)
(5.1607535,4.684749)
(8.9488555,15.42784)
(-4.731585,-19.696195)
(0.27300746,-6.1248904)
(1.1388864,-3.4200469)
(1.4651533,-2.1402891)
(1.6109372,-1.3132891)
(1.6642871,-0.66844048)
(1.6465628,-0.086007775)
(1.5424202,0.52151186)
(1.2753252,1.280191)
(0.52528614,2.5659678)
(-3.932626,7.8274916)
(8.3710327,-4.4778298)
(5.0247643,-1.3322676e-15)
(4.2345954,2.5383002)
(4.1141578,5.1755842)
(5.5420054,15.588868)
(-0.5402315,-18.515449)
(1.5028101,-5.3508628)
(1.7663948,-2.7330292)
(1.8000623,-1.4982102)
(1.7508107,-0.70319163)
(1.6465628,-0.086007775)
(1.4804636,0.46845788)
(1.2137173,1.0429332)
(0.73102043,1.7541501)
(-0.41162327,2.9460448)
(-6.6031845,7.7606077)
(9.9268517,-3.4144906)
(5.1461203,0.70319163)
(4.0493432,3.2255478)
(3.2921224,5.7525177)
(2.5940255,15.863429)
(3.1875447,-17.348981)
(2.591496,-4.5500066)
(2.3011722,-2.0148616)
(2.0550638,-0.82539114)
(1.8112103,-0.064533067)
(1.5424202,0.52151186)
(1.2137173,1.0429332)
(0.75918542,1.5765477)
(0.012895679,2.2265088)
(-1.639585,3.2923941)
(-10.212162,7.4876664)
(12.284956,-2.0989212)
(5.5728583,1.525124)
(4.1952122,4.1902435)
(2.6969534,6.5769255)
(-0.11852653,16.376847)
(6.8123247,-15.996491)
(3.6405392,-3.560303)
(2.7774051,-1.1155106)
(2.2225891,0.019769172)
(1.7498477,0.73668475)
(1.2753252,1.280191)
(0.73102043,1.7541501)
(0.012895679,2.2265088)
(-1.1244962,2.7811749)
(-3.5741746,3.6447667)
(-16.036457,6.8217486)
(16.40616,-0.12575008)
(6.5859966,2.6930809)
(5.2609819,6.0561675)
(2.6244272,8.1996144)
(-2.6130676,17.617048)
(10.719214,-13.930488)
(4.7445759,-1.9056006)
(3.1687211,0.41408046)
(2.1789976,1.4628178)
(1.3490174,2.1024788)
(0.52528614,2.5659678)
(-0.41162327,2.9460448)
(-1.639585,3.2923941)
(-3.5741746,3.6447667)
(-7.723208,4.0680195)
(-28.765884,4.987788)
(25.943328,3.9349803)
(9.3451028,4.9795744)
(13.444669,14.770418)
(6.6991813,15.892926)
(-3.00248,24.420249)
(16.263949,-6.5322153)
(6.1157562,4.7600442)
(2.8284236,6.6985789)
(0.47124632,7.417914)
(-1.6773665,7.7284469)
(-3.932626,7.8274916)
(-6.6031845,7.7606077)
(-10.212162,7.4876664)
(-16.036457,6.8217486)
(-28.765884,4.987788)
(-94.205158,-5.8109575)
(76.890941,23.898622)
(25.501896,15.770163)
(-10.863551,-7.0685538)
(-8.7417977,-3.523727)
(-15.368324,6.1724987)
(17.416814,-22.406887)
(7.1638237,-10.686411)
(6.2497249,-8.0333718)
(6.5332447,-6.577102)
(7.2749001,-5.4792535)
(8.3710327,-4.4778298)
(9.9268517,-3.4144906)
(12.284956,-2.0989212)
(16.40616,-0.12575008)
(25.943328,3.9349803)
(76.890941,23.898622)
(-58.381178,-27.316552)
(-18.864764,-11.40529)
(-5.1309917,-4.4408921e-16)
(-6.683153,2.6842063)
(-18.864764,11.40529)
(25.501896,-15.770163)
(9.3451028,-4.9795744)
(6.5859966,-2.6930809)
(5.5728583,-1.525124)
(5.1461203,-0.70319163)
(5.0247643,-2.220446e-16)
(5.1461203,0.70319163)
(5.5728583,1.525124)
(6.5859966,2.6930809)
(9.3451028,4.9795744)
(25.501896,15.770163)
(-18.864764,-11.40529)
(-6.683153,-2.6842063)
(-15.740984,9.5167101)
(-27.916518,12.349981)
(-84.257712,22.440977)
(106.36987,-9.7981673)
(34.109373,2.8219516)
(20.359724,5.4136846)
(14.267828,6.6884044)
(10.65369,7.5499589)
(8.1346735,8.2568117)
(6.1862601,8.9335543)
(4.5785998,9.6892286)
(3.250376,10.712573)
(2.4737582,12.61973)
(6.1808299,21.231104)
(-11.799033,1.3322676e-15)
(-10.863551,7.0685538)
(-27.916518,12.349981)
(-48.236957,12.353859)
(-140.17184,10.203)
(169.56409,18.847251)
(51.876418,15.857322)
(29.350778,15.425143)
(19.282845,15.324467)
(13.236749,15.340368)
(8.9488555,15.42784)
(5.5420054,15.588868)
(2.5940255,15.863429)
(-0.11852653,16.376847)
(-2.6130676,17.617048)
(-3.00248,24.420249)
(-15.368324,6.1724987)
(-18.864764,11.40529)
(-84.257712,22.440977)
(-140.17184,10.203)
(-390.91222,-46.488932)
(452.41476,145.36431)
(131.68029,72.647374)
(70.14706,58.814771)
(42.549422,52.68871)
(25.897698,49.056457)
(14.009947,46.526991)
(4.4706896,44.573155)
(-3.922753,42.965058)
(-11.914025,41.644639)
(-20.052725,40.899366)
(-28.119136,44.819319)
(-43.380694,26.227172)
(-58.381178,27.316552)
(106.36987,-9.7981673)
(169.56409,18.847251)
(452.41476,145.36431)
(-498.56148,-278.8948)
(-136.81216,-117.27408)
(-67.375207,-86.140434)
(-36.209705,-72.093652)
(-17.386261,-63.549599)
(-3.9292777,-57.38185)
(6.8916717,-52.351302)
(16.445724,-47.806117)
(25.604336,-43.253233)
(35.109354,-37.974566)
(45.908804,-27.755621)
(58.643191,-36.264466)
(76.890941,-23.898622)
(34.109373,2.8219516)
(51.876418,15.857322)
(131.68029,72.647374)
(-136.81216,-117.27408)
(-34.716797,-44.814428)
(-15.138156,-30.804323)
(-6.3627104,-24.449237)
(-1.0724088,-20.55586)
(2.6998134,-17.717888)
(5.7213803,-15.370796)
(8.3720649,-13.20356)
(10.880674,-10.946583)
(13.392676,-8.0969665)
(15.549096,-0.99098143)
(21.489643,-11.45084)
(25.943328,-3.9349803)
(20.359724,5.4136846)
(29.350778,15.425143)
(70.14706,58.814771)
(-67.375207,-86.140434)
(-15.138156,-30.804323)
(-5.1475395,-20.089822)
(-0.68724205,-15.219684)
(1.9871296,-12.227944)
(3.8796331,-10.039269)
(5.3782798,-8.2199041)
(6.6676869,-6.5268089)
(7.8398762,-4.7398454)
(8.8759022,-2.4218311)
(8.6765957,3.7460673)
(15.144907,-6.1929064)
(16.40616,0.12575008)
(14.267828,6.6884044)
(19.282845,15.324467)
(42.549422,52.68871)
(-36.209705,-72.093652)
(-6.3627104,-24.449237)
(-0.68724205,-15.219684)
(1.8248074,-11.021665)
(3.3130373,-8.440498)
(4.3482034,-6.5499338)
(5.1463008,-4.975752)
(5.8008988,-3.5071171)
(6.3337844,-1.9504115)
(6.6193443,0.0859826)
(4.9040731,5.6086504)
(12.815133,-3.5071171)
(12.284956,2.0989212)
(10.65369,7.5499589)
(13.236749,15.340368)
(25.897698,49.056457)
(-17.386261,-63.549599)
(-1.0724088,-20.55586)
(1.9871296,-12.227944)
(3.3130373,-8.440498)
(4.0749669,-6.1121539)
(4.5810845,-4.4071394)
(4.9420732,-2.9878869)
(5.1936693,-1.6644012)
(5.3079705,-0.26263617)
(5.0679096,1.5682944)
(2.0599437,6.5169348)
(11.833822,-1.6170327)
(9.9268517,3.4144906)
(8.1346735,8.2568117)
(8.9488555,15.42784)
(14.009947,46.526991)
(-3.9292777,-57.38185)
(2.6998134,-17.717888)
(3.8796331,-10.039269)
(4.3482034,-6.5499338)
(4.5810845,-4.4071394)
(4.6978401,-2.840228)
(4.7324589,-1.5385241)
(4.6765132,-0.32830987)
(4.4593664,0.94694382)
(3.7717548,2.5958964)
(-0.53447168,6.9512951)
(11.554757,-4.4408921e-16)
(8.3710327,4.4778298)
(6.1862601,8.9335543)
(5.5420054,15.588868)
(4.4706896,44.573155)
(6.8916717,-52.351302)
(5.7213803,-15.370796)
(5.3782798,-8.2199041)
(5.1463008,-4.975752)
(4.9420732,-2.9878869)
(4.7324589,-1.5385241)
(4.4881003,-0.339433)
(4.1616972,0.76837281)
(3.6396558,1.9231355)
(2.5066206,3.3839393)
(-3.2893757,7.0443831)
(11.833822,1.6170327)
(7.2749001,5.4792535)
(4.5785998,9.6892286)
(2.5940255,15.863429)
(-3.922753,42.965058)
(16.445724,-47.806117)
(8.3720649,-13.20356)
(6.6676869,-6.5268089)
(5.8008988,-3.5071171)
(5.1936693,-1.6644012)
(4.6765132,-0.32830987)
(4.1616972,0.76837281)
(3.5626962,1.7692283)
(2.7154438,2.7902206)
(1.0642679,4.0238616)
(-6.69785,6.7526116)
(12.815133,3.5071171)
(6.5332447,6.577102)
(3.250376,10.712573)
(-0.11852653,16.376847)
(-11.914025,41.644639)
(25.604336,-43.253233)
(10.880674,-10.946583)
(7.8398762,-4.7398454)
(6.3337844,-1.9504115)
(5.3079705,-0.26263617)
(4.4593664,0.94694382)
(3.6396558,1.9231355)
(2.7154438,2.7902206)
(1.4505699,3.6312157)
(-0.93331373,4.5317196)
(-11.81021,5.7660868)
(15.144907,6.1929064)
(6.2497249,8.0333718)
(2.4737582,12.61973)
(-2.6130676,17.617048)
(-20.052725,40.899366)
(35.109354,-37.974566)
(13.392676,-8.0969665)
(8.8759022,-2.4218311)
(6.6193443,0.0859826)
(5.0679096,1.5682944)
(3.7717548,2.5958964)
(2.5066206,3.3839393)
(1.0642679,4.0238616)
(-0.93331373,4.5317196)
(-4.7448109,4.7603236)
(-22.331523,2.7440856)
(21.489643,11.45084)
(7.1638237,10.686411)
(6.1808299,21.231104)
(-3.00248,24.420249)
(-28.119136,44.819319)
(45.908804,-27.755621)
(15.549096,-0.99098143)
(8.6765957,3.7460673)
(4.9040731,5.6086504)
(2.0599437,6.5169348)
(-0.53447168,6.9512951)
(-3.2893757,7.0443831)
(-6.69785,6.7526116)
(-11.81021,5.7660868)
(-22.331523,2.7440856)
(-74.057979,-15.926776)
(58.643191,36.264466)
(17.416814,22.406887)
(-11.799033,3.9968029e-15)
(-15.368324,6.1724987)
(-43.380694,26.227172)
(58.643191,-36.264466)
(21.489643,-11.45084)
(15.144907,-6.1929064)
(12.815133,-3.5071171)
(11.833822,-1.6170327)
(11.554757,8.8817842e-16)
(11.833822,1.6170327)
(12.815133,3.5071171)
(15.144907,6.1929064)
(21.489643,11.45084)
(58.643191,36.264466)
(-43.380694,-26.227172)
(-15.368324,-6.1724987)
(-10.863551,7.0685538)
(-18.864764,11.40529)
(-58.381178,27.316552)
(76.890941,-23.898622)
(25.943328,-3.9349803)
(16.40616,0.12575008)
(12.284956,2.0989212)
(9.9268517,3.4144906)
(8.3710327,4.4778298)
(7.2749001,5.4792535)
(6.5332447,6.577102)
(6.2497249,8.0333718)
(7.1638237,10.686411)
(17.416814,22.406887)
(-15.368324,-6.1724987)
(-8.7417977,3.523727)
(21.279086,-13.158811)
(37.023907,-12.079705)
(106.36987,-9.7981673)
(-126.04533,-15.80839)
(-37.480134,-13.171475)
(-20.406629,-12.498741)
(-12.695038,-12.087136)
(-7.9975224,-11.748374)
(-4.5997135,-11.416742)
(-1.8203806,-11.043478)
(0.7023157,-10.558315)
(3.2505678,-9.7991318)
(6.2626181,-8.1798301)
(12.486649,6.2172489e-15)
(6.1808299,-21.231104)
(13.444669,-14.770418)
(37.023907,-12.079705)
(61.309372,-6.0611055)
(169.56409,18.847251)
(-194.11098,-63.574556)
(-55.708613,-31.942133)
(-29.113539,-25.737648)
(-17.157702,-22.865515)
(-9.9208508,-21.058968)
(-4.731585,-19.696195)
(-0.5402315,-18.515449)
(3.1875447,-17.348981)
(6.8123247,-15.996491)
(10.719214,-13.930488)
(16.263949,-6.5322153)
(17.416814,-22.406887)
(25.501896,-15.770163)
(106.36987,-9.7981673)
(169.56409,18.847251)
(452.41476,145.36431)
(-498.56148,-278.8948)
(-136.81216,-117.27408)
(-67.375207,-86.140434)
(-36.209705,-72.093652)
(-17.386261,-63.549599)
(-3.9292777,-57.38185)
(6.8916717,-52.351302)
(16.445724,-47.806117)
(25.604336,-43.253233)
(35.109354,-37.974566)
(45.908804,-27.755621)
(58.643191,-36.264466)
(76.890941,-23.898622)
(-126.04533,-15.80839)
(-194.11098,-63.574556)
(-498.56148,-278.8948)
(524.90274,446.0294)
(135.55106,170.47947)
(60.802539,117.6879)
(27.244252,94.058946)
(6.9683807,79.841366)
(-7.5341185,69.730627)
(-19.204325,61.664182)
(-29.520673,54.635185)
(-39.433599,48.07298)
(-49.788087,41.75973)
(-62.060757,38.377861)
(-74.057979,15.926776)
(-94.205158,5.8109575)
(-37.480134,-13.171475)
(-55.708613,-31.942133)
(-136.81216,-117.27408)
(135.55106,170.47947)
(31.877913,61.199766)
(11.946373,40.30983)
(2.979588,30.990414)
(-2.4533666,25.408216)
(-6.3544462,21.463678)
(-9.5116547,18.346885)
(-12.328848,15.675378)
(-15.085435,13.266368)
(-18.104581,11.195724)
(-22.742001,12.118164)
(-22.331523,-2.7440856)
(-28.765884,-4.987788)
(-20.406629,-12.498741)
(-29.113539,-25.737648)
(-67.375207,-86.140434)
(60.802539,117.6879)
(11.946373,40.30983)
(2.5221618,25.532252)
(-1.7382547,18.948956)
(-4.336578,15.013328)
(-6.2190384,12.239978)
(-7.7624303,10.057858)
(-9.1684477,8.2012384)
(-10.598156,6.5538123)
(-12.313425,5.2182173)
(-16.027512,6.5538123)
(-11.81021,-5.7660868)
(-16.036457,-6.8217486)
(-12.695038,-12.087136)
(-17.157702,-22.865515)
(-36.209705,-72.093652)
(27.244252,94.058946)
(2.979588,30.990414)
(-1.7382547,18.948956)
(-3.895464,13.586764)
(-5.2310159,10.382946)
(-6.2181856,8.1270999)
(-7.0505653,6.3543529)
(-7.8418113,4.8493115)
(-8.7067587,3.5202645)
(-9.9053513,2.462375)
(-13.561964,3.7115024)
(-6.69785,-6.7526116)
(-10.212162,-7.4876664)
(-7.9975224,-11.748374)
(-9.9208508,-21.058968)
(-17.386261,-63.549599)
(6.9683807,79.841366)
(-2.4533666,25.408216)
(-4.336578,15.013328)
(-5.2310159,10.382946)
(-5.8116862,7.6151902)
(-6.2669366,5.6651966)
(-6.6808277,4.1313689)
(-7.1160619,2.8270262)
(-7.6652133,1.6710004)
(-8.6080969,0.73791669)
(-12.523466,1.711269)
(-3.2893757,-7.0443831)
(-6.6031845,-7.7606077)
(-4.5997135,-11.416742)
(-4.731585,-19.696195)
(-3.9292777,-57.38185)
(-7.5341185,69.730627)
(-6.3544462,21.463678)
(-6.2190384,12.239978)
(-6.2181856,8.1270999)
(-6.2669366,5.6651966)
(-6.3506667,3.9272)
(-6.4762429,2.5559076)
(-6.6721416,1.3834884)
(-7.020639,0.33203383)
(-7.8366258,-0.55441082)
(-12.228137,1.7763568e-15)
(-0.53447168,-6.9512951)
(-3.932626,-7.8274916)
(-1.8203806,-11.043478)
(-0.5402315,-18.515449)
(6.8916717,-52.351302)
(-19.204325,61.664182)
(-9.5116547,18.346885)
(-7.7624303,10.057858)
(-7.0505653,6.3543529)
(-6.6808277,4.1313689)
(-6.4762429,2.5559076)
(-6.3829282,1.3054572)
(-6.404463,0.22534711)
(-6.6215357,-0.76480854)
(-7.4021118,-1.6644988)
(-12.523466,-1.711269)
(2.0599437,-6.5169348)
(-1.6773665,-7.7284469)
(0.7023157,-10.558315)
(3.1875447,-17.348981)
(16.445724,-47.806117)
(-29.520673,54.635185)
(-12.328848,15.675378)
(-9.1684477,8.2012384)
(-7.8418113,4.8493115)
(-7.1160619,2.8270262)
(-6.6721416,1.3834884)
(-6.404463,0.22534711)
(-6.2984531,-0.79336525)
(-6.4431686,-1.7626632)
(-7.2897389,-2.7481272)
(-13.561964,-3.7115024)
(4.9040731,-5.6086504)
(0.47124632,-7.417914)
(3.2505678,-9.7991318)
(6.8123247,-15.996491)
(25.604336,-43.253233)
(-39.433599,48.07298)
(-15.085435,13.266368)
(-10.598156,6.5538123)
(-8.7067587,3.5202645)
(-7.6652133,1.6710004)
(-7.020639,0.33203383)
(-6.6215357,-0.76480854)
(-6.4431686,-1.7626632)
(-6.6010831,-2.7748405)
(-7.6947471,-3.9825456)
(-16.027512,-6.5538123)
(8.6765957,-3.7460673)
(2.8284236,-6.6985789)
(6.2626181,-8.1798301)
(10.719214,-13.930488)
(35.109354,-37.974566)
(-49.788087,41.75973)
(-18.104581,11.195724)
(-12.313425,5.2182173)
(-9.9053513,2.462375)
(-8.6080969,0.73791669)
(-7.8366258,-0.55441082)
(-7.4021118,-1.6644988)
(-7.2897389,-2.7481272)
(-7.6947471,-3.9825456)
(-9.5645294,-5.8167186)
(-22.742001,-12.118164)
(15.549096,0.99098143)
(6.1157562,-4.7600442)
(12.486649,-3.5527137e-15)
(16.263949,-6.5322153)
(45.908804,-27.755621)
(-62.060757,38.377861)
(-22.742001,12.118164)
(-16.027512,6.5538123)
(-13.561964,3.7115024)
(-12.523466,1.711269)
(-12.228137,-8.8817842e-16)
(-12.523466,-1.711269)
(-13.561964,-3.7115024)
(-16.027512,-6.5538123)
(-22.742001,-12.118164)
(-62.060757,-38.377861)
(45.908804,27.755621)
(16.263949,6.5322153)
(6.1808299,-21.231104)
(17.416814,-22.406887)
(58.643191,-36.264466)
(-74.057979,15.926776)
(-22.331523,-2.7440856)
